name,cloneof,description,year,manufacturer
oneshot,,One Shot One Kill,199?,&lt;unknown&gt;
maddonna,,Mad Donna (set 1),1995,Tuning
maddonnb,maddonna,Mad Donna (set 2),1995,Tuning
tugboat,,Tugboat,1982,ETM
gotcha,,Got-cha,1997,Dongsung
amerdart,,AmeriDarts,1989,Ameri
coolpool,,Cool Pool,1992,Catalina
9ballsht,coolpool,9-Ball Shootout (set 1),1993,E-Scape EnterMedia (Bundra license)
9ballsh2,coolpool,9-Ball Shootout (set 2),1993,E-Scape EnterMedia (Bundra license)
9ballsh3,coolpool,9-Ball Shootout (set 3),1993,E-Scape EnterMedia (Bundra license)
gumbo,,Gumbo,1994,Min Corp.
trivquiz,,Triv Quiz,1984,Status Games
statriv2,,Triv Two,1984,Status Games
supertr2,,Super Triv II,1986,Status Games
tickee,,Tickee Tickats,1994,Raster Elite
crgolf,,Crowns Golf (set 1),1984,Nasco Japan
crgolfa,crgolf,Crowns Golf (set 2),1984,Nasco Japan
crgolfb,crgolf,Champion Golf (bootleg Set 1),1984,Nasco Japan
crgolfc,crgolf,Champion Golf,1984,Nasco Japan
truco,,Truco-Tron,198?,Playtronic SRL
thedeep,,The Deep (Japan),1987,Woodplace Inc.
rundeep,thedeep,Run Deep,1988,Cream
wallc,,Wall Crash,1984,Midcoin
skyarmy,,Sky Army,1982,Shoei
lethalj,,Lethal Justice,1996,The Game Room
eggventr,,Egg Venture,1997,The Game Room
eggvntdx,eggventr,Egg Venture Deluxe,1997,The Game Room
rotaryf,,Rotary Fighter,19??,&lt;unknown&gt;
sbugger,,Space Bugger,1981,Game-A-Tron
portrait,,Portraits,1983,Olympia
enigma2,,Enigma 2,1981,GamePlan (Zilec Electronics license)
enigma2a,enigma2,Enigma 2 (Space Invaders Hardware),1984,Zilec Electronics
ltcasino,,Little Casino,1982,Digital Controls Inc.
ltcasin2,,Little Casino 2,1984,Digital Controls Inc.
vamphalf,,Vamp 1-2,19??,Danbi
hidnctch,,Hidden Catch,19??,Eolith
landbrk,,Land Breaker,19??,Eolith
racoon,,Racoon World,19??,Eolith
xfiles,,X-Files,19??,dfPIX Entertainment Inc.
strvmstr,,Super Trivia Master,1986,Enerdyne Technologies Inc.
dorachan,,Dorachan,1980,Craul Denshi
ladyfrog,,Lady Frog,1990,Mondial Games
rabbit,,Rabbit,1997,Electronic Arts
tmmjprd,,Tokimeki Mahjong Paradise - Dear My Love,1997,Media / Sonnet
malzak,,Malzak,19??,Kitronix
supertnk,,Super Tank,1981,Video Games GmbH
crospang,,Cross Pang,1998,F2 System
funybubl,,Funny Bubble,1999,Comad
nam1975,,NAM-1975,1990,SNK
bstars,,Baseball Stars Professional,1990,SNK
tpgolf,,Top Player's Golf,1990,SNK
mahretsu,,Mahjong Kyoretsuden,1990,SNK
maglord,,Magician Lord (set 1),1990,Alpha Denshi Co.
maglordh,maglord,Magician Lord (set 2),1990,Alpha Denshi Co.
ridhero,,Riding Hero (set 1),1990,SNK
ridheroh,ridhero,Riding Hero (set 2),1990,SNK
alpham2,,Alpha Mission II / ASO II - Last Guardian,1991,SNK
ncombat,,Ninja Combat,1990,Alpha Denshi Co.
cyberlip,,Cyber-Lip,1990,SNK
superspy,,The Super Spy,1990,SNK
mutnat,,Mutation Nation,1992,SNK
kotm,,King of the Monsters (set 1),1991,SNK
kotmh,kotm,King of the Monsters (set 2),1991,SNK
sengoku,,Sengoku / Sengoku Denshou (set 1),1991,SNK
sengokh,sengoku,Sengoku / Sengoku Denshou (set 2),1991,SNK
burningf,,Burning Fight (set 1),1991,SNK
burningh,burningf,Burning Fight (set 2),1991,SNK
lbowling,,League Bowling,1990,SNK
gpilots,,Ghost Pilots,1991,SNK
joyjoy,,Puzzled / Joy Joy Kid,1990,SNK
bjourney,,Blue's Journey / Raguy,1990,Alpha Denshi Co.
quizdais,,Quiz Daisousa Sen - The Last Count Down,1991,SNK
lresort,,Last Resort,1992,SNK
eightman,,Eight Man,1991,SNK / Pallas
minasan,,Minnasanno Okagesamadesu,1990,Monolith Corp.
legendos,,Legend of Success Joe / Ashitano Joe Densetsu,1991,SNK
2020bb,,2020 Super Baseball (set 1),1991,SNK / Pallas
2020bbh,2020bb,2020 Super Baseball (set 2),1991,SNK / Pallas
socbrawl,,Soccer Brawl,1991,SNK
roboarmy,,Robo Army,1991,SNK
fatfury1,,Fatal Fury - King of Fighters / Garou Densetsu - Shukumei no Tatakai,1991,SNK
fbfrenzy,,Football Frenzy,1992,SNK
bakatono,,Bakatonosama Mahjong Manyuki,1991,Monolith Corp.
crsword,,Crossed Swords,1991,Alpha Denshi Co.
trally,,Thrash Rally,1991,Alpha Denshi Co.
kotm2,,King of the Monsters 2 - The Next Thing,1992,SNK
sengoku2,,Sengoku 2 / Sengoku Denshou 2,1993,SNK
bstars2,,Baseball Stars 2,1992,SNK
quizdai2,,Quiz Meitantei Neo and Geo - Quiz Daisousa Sen part 2,1992,SNK
3countb,,3 Count Bout / Fire Suplex (NGM-043 ~ NGH-043),1993,SNK
aof,,Art of Fighting / Ryuuko no Ken,1992,SNK
samsho,,Samurai Shodown / Samurai Spirits,1993,SNK
tophuntr,,Top Hunter - Roddy and Cathy,1994,SNK
fatfury2,,Fatal Fury 2 / Garou Densetsu 2 - Arata-naru Tatakai,1992,SNK
janshin,,Jyanshin Densetsu - Quest of Jongmaster,1994,Aicom
androdun,,Andro Dunos,1992,Visco
ncommand,,Ninja Commando,1992,Alpha Denshi Co.
viewpoin,,Viewpoint,1992,Sammy
ssideki,,Super Sidekicks / Tokuten Ou,1992,SNK
wh1,,World Heroes (set 1),1992,Alpha Denshi Co.
wh1h,wh1,World Heroes (set 2),1992,Alpha Denshi Co.
crswd2bl,,Crossed Swords 2,1996,bootleg
kof94,,The King of Fighters '94,1994,SNK
aof2,,Art of Fighting 2 / Ryuuko no Ken 2,1994,SNK
wh2,,World Heroes 2,1993,ADK
fatfursp,,Fatal Fury Special / Garou Densetsu Special (set 1),1993,SNK
fatfursa,fatfursp,Fatal Fury Special / Garou Densetsu Special (set 2),1993,SNK
savagere,,Savage Reign / Fu'un Mokushiroku - kakutou sousei,1995,SNK
fightfev,,Fight Fever (set 1),1994,Viccom
fightfva,fightfev,Fight Fever (set 2),1994,Viccom
ssideki2,,Super Sidekicks 2 - The World Championship / Tokuten Ou 2 - Real Fight Football,1994,SNK
spinmast,,Spin Master / Miracle Adventure,1993,Data East Corporation
samsho2,,Samurai Shodown II / Shin Samurai Spirits - Haohmaru jigokuhen,1994,SNK
wh2j,,World Heroes 2 Jet,1994,ADK / SNK
wjammers,,Windjammers / Flying Power Disc,1994,Data East Corporation
karnovr,,Karnov's Revenge / Fighter's History Dynamite,1994,Data East Corporation
gururin,,Gururin,1994,Face
pspikes2,,Power Spikes II,1994,Video System Co.
fatfury3,,Fatal Fury 3 - Road to the Final Victory / Garou Densetsu 3 - Haruka-naru Tatakai,1995,SNK
zupapa,,Zupapa!,2001,SNK
b2b,,Bang Bang Busters,1994,Visco
panicbom,,Panic Bomber,1994,Eighting / Hudson
aodk,,Aggressors of Dark Kombat / Tsuukai GANGAN Koushinkyoku,1994,ADK / SNK
sonicwi2,,Aero Fighters 2 / Sonic Wings 2,1994,Video System Co.
zedblade,,Zed Blade / Operation Ragnarok,1994,NMK
galaxyfg,,Galaxy Fight - Universal Warriors,1995,Sunsoft
strhoop,,Street Hoop / Street Slam / Dunk Dream,1994,Data East Corporation
quizkof,,Quiz King of Fighters,1995,Saurus
ssideki3,,Super Sidekicks 3 - The Next Glory / Tokuten Ou 3 - eikoue no michi,1995,SNK
doubledr,,Double Dragon (Neo-Geo),1995,Technos
pbobblen,,Puzzle Bobble / Bust-A-Move (Neo-Geo) (set 1),1994,Taito
pbobblna,pbobblen,Puzzle Bobble / Bust-A-Move (Neo-Geo) (set 2),1994,Taito
kof95,,The King of Fighters '95 (set 1),1995,SNK
kof95a,kof95,The King of Fighters '95 (set 2),1995,SNK
tws96,,Tecmo World Soccer '96,1996,Tecmo
samsho3,,Samurai Shodown III / Samurai Spirits - Zankurou Musouken,1995,SNK
stakwin,,Stakes Winner / Stakes Winner - GI kinzen seihae no michi,1995,Saurus
