name,cloneof,description,year,manufacturer
goldmedla,goldmedl,Gold Medalist (set 2),1988,SNK
goldnaxe1d,goldnaxe,"Golden Axe (set 1, World, FD1094 317-0110 decrypted)",1989,Sega
goldnaxe1,goldnaxe,"Golden Axe (set 1, World, FD1094 317-0110)",1989,Sega
goldnaxe2,goldnaxe,"Golden Axe (set 2, US, 8751 317-0112)",1989,Sega
goldnaxe3d,goldnaxe,"Golden Axe (set 3, World, FD1094 317-0120 decrypted)",1989,Sega
goldnaxe3,goldnaxe,"Golden Axe (set 3, World, FD1094 317-0120)",1989,Sega
goldnaxejd,goldnaxe,"Golden Axe (set 4, Japan, FD1094 317-0121 decrypted)",1989,Sega
goldnaxej,goldnaxe,"Golden Axe (set 4, Japan, FD1094 317-0121)",1989,Sega
goldnaxeud,goldnaxe,"Golden Axe (set 5, US, FD1094 317-0122 decrypted)",1989,Sega
goldnaxeu,goldnaxe,"Golden Axe (set 5, US, FD1094 317-0122)",1989,Sega
goldnaxe,,"Golden Axe (set 6, US, 8751 317-123A)",1989,Sega
ga2j,ga2,Golden Axe: The Revenge of Death Adder (Japan),1992,Sega
ga2u,ga2,"Golden Axe: The Revenge of Death Adder (US, Rev A)",1992,Sega
ga2,,"Golden Axe: The Revenge of Death Adder (World, Rev B)",1992,Sega
gfire2,,Golden Fire II,1992,Topis Corp
gt97v120,gt97,Golden Tee '97 (v1.20),1997,Incredible Technologies
gt97v121,gt97,Golden Tee '97 (v1.21),1997,Incredible Technologies
gt97s121,gt97,Golden Tee '97 (v1.21S),1997,Incredible Technologies
gt97v122,gt97,Golden Tee '97 (v1.22),1997,Incredible Technologies
gt97,,Golden Tee '97 (v1.30),1997,Incredible Technologies
gt97t240,gt97,Golden Tee '97 Tournament (v2.40),1997,Incredible Technologies
gt97t243,gt97,Golden Tee '97 Tournament (v2.43),1997,Incredible Technologies
gt98v100,gt98,Golden Tee '98 (v1.00),1998,Incredible Technologies
gt98s100,gt98,Golden Tee '98 (v1.00S),1998,Incredible Technologies
gt98,,Golden Tee '98 (v1.10),1998,Incredible Technologies
gt98t302,gt98,Golden Tee '98 Tournament (v3.02),1998,Incredible Technologies
gt98t303,gt98,Golden Tee '98 Tournament (v3.03),1998,Incredible Technologies
gt99,,Golden Tee '99 (v1.00),1999,Incredible Technologies
gt99s100,gt99,Golden Tee '99 (v1.00S),1999,Incredible Technologies
gt99t400,gt99,Golden Tee '99 Tournament (v4.00),1999,Incredible Technologies
gt2kp100,gt2k,Golden Tee 2K (v1.00) (alt protection),2000,Incredible Technologies
gt2k,,Golden Tee 2K (v1.00),2000,Incredible Technologies
gt2ks100,gt2k,Golden Tee 2K (v1.00S),2000,Incredible Technologies
gt2kt500,gt2k,Golden Tee 2K Tournament (v5.00),2000,Incredible Technologies
gt3dv14,gt3d,Golden Tee 3D Golf (v1.4),1995,Incredible Technologies
gt3dv15,gt3d,Golden Tee 3D Golf (v1.5),1995,Incredible Technologies
gt3dv16,gt3d,Golden Tee 3D Golf (v1.6),1995,Incredible Technologies
gt3dv17,gt3d,Golden Tee 3D Golf (v1.7),1995,Incredible Technologies
gt3dv18,gt3d,Golden Tee 3D Golf (v1.8),1995,Incredible Technologies
gt3dl191,gt3d,Golden Tee 3D Golf (v1.91L),1995,Incredible Technologies
gt3dl192,gt3d,Golden Tee 3D Golf (v1.92L),1995,Incredible Technologies
gt3ds192,gt3d,Golden Tee 3D Golf (v1.92S),1995,Incredible Technologies
gt3d,,Golden Tee 3D Golf (v1.93N),1995,Incredible Technologies
gt3dl19,gt3d,Golden Tee 3D Golf (v1.9L),1995,Incredible Technologies
gt3dt211,gt3d,Golden Tee 3D Golf Tournament (v2.11),1995,Incredible Technologies
gt3dt231,gt3d,Golden Tee 3D Golf Tournament (v2.31),1995,Incredible Technologies
gtclasscp,gtclassc,Golden Tee Classic (v1.00) (alt protection),2001,Incredible Technologies
gtclassc,,Golden Tee Classic (v1.00),2001,Incredible Technologies
gtclasscs,gtclassc,Golden Tee Classic (v1.00S),2001,Incredible Technologies
gtdiamond,gt98,Golden Tee Diamond Edition Tournament (v3.05T ELC),1998,Incredible Technologies
gtroyal,gt99,Golden Tee Royal Edition Tournament (v4.02T EDM),1999,Incredible Technologies
gtsupreme,gt2k,Golden Tee Supreme Edition Tournament (v5.10T ELC S),2002,Incredible Technologies
gollygho,,Golly! Ghost!,1990,Namco
imsorryj,imsorry,"Gonbee no I'm Sorry (315-5110, Japan)",1985,Coreland / Sega
gondou,gondo,Gondomania (US),1987,Data East USA
gondo,,Gondomania (World),1987,Data East USA
ironfortc,ironfort,Gongtit Jiucoi Iron Fortress (Hong Kong),1998,Eolith (Excellent Competence Ltd. license)
goori,,Goori Goori,1999,Unico
gorkans,mrtnt,Gorkans,1983,Techstar
gotcha,,Got-cha Mini Game Festival,1997,Dongsung
plegends,,"Gouketsuji Gaiden Legends (USA, ver. 95/06/20)",1995,Atlus / KM International
plegendsj,plegends,"Gouketsuji Gaiden Saikyou Densetsu (Japan, ver. 95/06/20)",1995,Atlus
powerinsj,powerins,Gouketsuji Ichizoku (Japan),1993,Atlus
powerinspj,powerins,"Gouketsuji Ichizoku (Japan, prototype)",1993,Atlus
pwrinst2j,pwrinst2,"Gouketsuji Ichizoku 2 (Japan, ver. 94/04/08)",1994,Atlus
ryorioh,,Gourmet Battle Quiz Ryohrioh CooKing (Japan),1998,Visco
gpriderj,gprider,"GP Rider (Japan, FD1094 317-0161) (Twin setup)",1990,Sega
gpriderjs,gprider,"GP Rider (Japan, FD1094 317-0161)",1990,Sega
gprideru,gprider,"GP Rider (US, FD1094 317-0162) (Twin setup)",1990,Sega
gpriderus,gprider,"GP Rider (US, FD1094 317-0162)",1990,Sega
gprider,,"GP Rider (World, FD1094 317-0163) (Twin setup)",1990,Sega
gpriders,gprider,"GP Rider (World, FD1094 317-0163)",1990,Sega
gradiusb,nemesis,Gradius (Bubble System),1985,Konami
gradius,nemesis,"Gradius (Japan, ROM version)",1985,Konami
gradius2,vulcan,Gradius II - GOFER no Yabou (Japan New ver.),1988,Konami
gradius2a,vulcan,Gradius II - GOFER no Yabou (Japan Old ver.),1988,Konami
gradius2b,vulcan,Gradius II - GOFER no Yabou (Japan Older ver.),1988,Konami
gradius3a,gradius3,Gradius III (Asia),1989,Konami
gradius3j,gradius3,"Gradius III (Japan, program code S)",1989,Konami
gradius3js,gradius3,"Gradius III (Japan, program code S, split)",1989,Konami
gradius3,,"Gradius III (World, program code R)",1989,Konami
f1gpstar2,f1gpstar,Grand Prix Star (ver 2.0),1991,Jaleco
f1gpstar3,f1gpstar,Grand Prix Star (ver 3.0),1991,Jaleco
f1gpstar,,Grand Prix Star (ver 4.0),1992,Jaleco
gstrik2,,Grand Striker 2 (Europe and Oceania),1996,Human Amusement
grndtour,,Grand Tour,1993,IGS
cgraplop2,cgraplop,Graplop (no title screen) (DECO Cassette) (US),1983,Data East Corporation
grasspin,,Grasspin,1983,[Zilec Electronics] Jaleco
gratiaa,gratia,"Gratia - Second Earth (ver 1.0, 91022-10 version)",1996,Jaleco
gratia,,"Gratia - Second Earth (ver 1.0, 92047-01 version)",1996,Jaleco
gravitar1,gravitar,Gravitar (version 1),1982,Atari
gravitar2,gravitar,Gravitar (version 2),1982,Atari
gravitar,,Gravitar (version 3),1982,Atari
gtmr2u,gtmr2,Great 1000 Miles Rally 2 USA (95/05/18),1995,Kaneko
gtmre,gtmr,Great 1000 Miles Rally: Evolution Model!!! (94/09/06),1994,Kaneko
gtmrusa,gtmr,Great 1000 Miles Rally: U.S.A Version! (94/09/06),1994,Kaneko
gmahou,dimahoo,Great Mahou Daisakusen (000121 Japan),2000,8ing / Raizing / Capcom
gslgr94j,gslgr94u,Great Sluggers '94 (Japan),1994,Namco
gslgr94u,,Great Sluggers '94,1994,Namco
gslugrsj,,Great Sluggers (Japan),1993,Namco
gberetb,gberet,Green Beret (bootleg),1985,bootleg
gberet,,Green Beret,1985,Konami
gseekeru,gseeker,Grid Seeker: Project Storm Hammer (Ver 1.3A),1992,Taito America Corporation
gseekerj,gseeker,Grid Seeker: Project Storm Hammer (Ver 1.3J),1992,Taito Corporation
gseeker,,Grid Seeker: Project Storm Hammer (Ver 1.3O),1992,Taito Corporation Japan
griffon,phoenix,Griffon (bootleg of Phoenix),1980,bootleg (Videotron)
grindstma,grindstm,Grind Stormer (older set),1992,Toaplan GP9001 based
grindstm,,Grind Stormer,1992,Toaplan
grobda,,Grobda (New Ver.),1984,Namco
grobda2,grobda,Grobda (Old Ver. set 1),1984,Namco
grobda3,grobda,Grobda (Old Ver. set 2),1984,Namco
groundfx,,Ground Effects / Super Ground Effects (Japan),1992,Taito Corporation
growlu,growl,Growl (US),1990,Taito America Corporation
growla,growl,Growl (World),1990,Taito America Japan
growl,,"Growl (World, Rev 1)",1990,Taito Corporation Japan
gryzor,contra,Gryzor (Set 1),1987,Konami
gryzor1,contra,Gryzor (Set 2),1987,Konami
grdian,,Guardian (US),1986,Toaplan / Taito America Corporation (Kitkorp license)
grdnstrmg,grdnstrm,Guardian Storm (Germany),1998,Afega
grdnstrmau,grdnstrm,"Guardian Storm (horizontal, Australia)",1998,Afega
grdnstrm,,"Guardian Storm (horizontal, not encrypted)",1998,Afega (Apples Industries license)
grdnstrmv,grdnstrm,Guardian Storm (vertical),1998,Afega (Apples Industries license)
grdianslbss,grdians,"Guardians (Field Edition, Hack)",2021,Hack
grdianske,grdians,Guardians (Heart Dream),2022,Hack
grdianslbs,grdians,"Guardians (LBS Edition, Hack)",2022,Hack
grdianssy,grdians,"Guardians (Shen Yue Edition, Hack)",2022-01-26,Hack
grdians,,Guardians,1995,Banpresto
gwarb,gwar,Guerrilla War (Joystick hack bootleg),1987,bootleg
gwar,,Guerrilla War (US),1987,SNK
gwara,gwar,Guerrilla War (Version 1),1987,SNK
gwarab,gwar,"Guerrilla War (Version 1, set 2)",1987,SNK
gwarj,gwar,Guevara (Japan),1987,SNK
gulfstrmk,gulfstrm,Gulf Storm (Korea),1991,Dooyong
gulfstrmm,gulfstrm,Gulf Storm (Media Shoji),1991,Dooyong (Media Shoji license)
gulfstrm,,Gulf Storm (set 1),1991,Dooyong
gulfstrma,gulfstrm,Gulf Storm (set 2),1991,Dooyong
gulfstrmb,gulfstrm,Gulf Storm (set 3),1991,Dooyong
gulfwar2,,Gulf War II (set 1),1991,Comad
gulfwar2a,gulfwar2,Gulf War II (set 2),1991,Comad
gulunpa,,Gulun.Pa! (Japan 931220 L),1993,Capcom
gumbo,,Gumbo,1994,Min Corp.
gunfront,,Gun &amp; Frontier (World),1990,Taito Corporation Japan
gunball,nitrobal,Gun Ball (Japan),1992,Data East Corporation
gunbuletj,ptblank,"Gun Bullet (Japan, GN1)",1994,Namco
gunbuletw,ptblank,"Gun Bullet (World, GN3 Rev B)",1994,Namco
gundl94,,Gun Dealer '94,1994,Dooyong
gunfrontj,gunfront,Gun Frontier (Japan),1990,Taito Corporation
bangj,bang,Gun Gabacho (Japan),1998,Gaelco
gunhohki,mysticri,Gun Hohki (Japan),1992,Irem
gunmast,,Gun Master,1994,Metro
gunsmokeg,gunsmoke,"Gun.Smoke (Germany, censored)",1986,Capcom
gunsmokej,gunsmoke,"Gun.Smoke (Japan, 851115)",1985,Capcom
gunsmokeua,gunsmoke,"Gun.Smoke (US, 851115, set 1)",1986,Capcom (Romstar License)
gunsmokeub,gunsmoke,"Gun.Smoke (US, 851115, set 2)",1986,Capcom (Romstar License)
gunsmokeu,gunsmoke,"Gun.Smoke (US, 860408)",1985,Capcom (Romstar License)
gunsmokeb,gunsmoke,"Gun.Smoke (World, 851115) (bootleg)",1985,bootleg
gunsmoke,,"Gun.Smoke (World, 851115)",1985,Capcom
gnbarich,,Gunbarich,2001,Psikyo
gunbirdj,gunbird,Gunbird (Japan),1994,Psikyo
gunbirdk,gunbird,Gunbird (Korea),1994,Psikyo
gunbird,,Gunbird (World),1994,Psikyo
gunbird2,,Gunbird 2 (set 1),1998,Psikyo
gunbird2a,gunbird2,Gunbird 2 (set 2),1998,Psikyo
gunbustrj,gunbustr,Gunbuster (Japan),1992,Taito Corporation
gunbustru,gunbustr,Gunbuster (US),1992,Taito America Corporation
gunbustr,,Gunbuster (World),1992,Taito Corporation Japan
gundharac,gundhara,"Gundhara (Chinese, bootleg?)",1995,Banpresto
gundhara,,Gundhara,1995,Banpresto
gunforcej,gunforce,Gunforce - Battle Fire Engulfed Terror Island (Japan),1991,Irem
gunforceu,gunforce,Gunforce - Battle Fire Engulfed Terror Island (US),1991,Irem America
gunforce,,Gunforce - Battle Fire Engulfed Terror Island (World),1991,Irem
gunforc2,,Gunforce 2 (US),1994,Irem
gunlock,,Gunlock (Ver 2.3O 1994/01/20),1993,Taito Corporation Japan
gunnail,,GunNail (28th May. 1992),1993,NMK / Tecmo
gunnailp,gunnail,GunNail (location test),1992,NMK
gururin,,Gururin,1994,Face
gussun,riskchal,Gussun Oyoyo (Japan),1993,Irem
gutsn,,Guts'n (Japan),2000,Kaneko / Kouyousha
gutangtn,locomotn,Guttang Gottong,1982,Konami (Sega license)
guwange,,"Guwange (Japan, Master Ver. 99/06/24)",1999,Atlus / Cave
guwanges,guwange,"Guwange (Japan, Special Ver. 00/01/01)",1999,Atlus / Cave
guzzler,,Guzzler,1983,Tehkan
pbancho,,Gyakuten!! Puzzle Bancho (Japan),1996,Fuuki
gyrodinet,gyrodine,Gyrodine (Taito Corporation license),1984,Crux (Taito Corporation license)
gyrodine,,Gyrodine,1984,Crux
gyrussb,gyruss,Gyruss (bootleg?),1983,bootleg?
gyrussce,gyruss,Gyruss (Centuri),1983,Konami (Centuri license)
gyruss,,Gyruss,1983,Konami
hachamf,,"Hacha Mecha Fighter (19th Sep. 1991, protected, set 1)",1991,NMK
hachamfa,hachamf,"Hacha Mecha Fighter (19th Sep. 1991, protected, set 2)",1991,NMK
hachamfb,hachamf,"Hacha Mecha Fighter (19th Sep. 1991, unprotected, bootleg Thunder Dragon conversion)",1991,bootleg
hachamfp,hachamf,"Hacha Mecha Fighter (Location Test Prototype, 19th Sep. 1991)",1991,NMK
hachoo,,Hachoo!,1989,Jaleco
hal21j,hal21,HAL21 (Japan),1985,SNK
hal21,,HAL21,1984,SNK
halfway,progear,Halfway To Hell: Progear Red Label (2016-1-17 Red label ver),2016,The Halfway House
chamburger,cbtime,Hamburger (DECO Cassette) (Japan),1982,Data East Corporation
hamaway,,Hammer Away (prototype),1992,Sega / Santos
hharryu,hharry,"Hammerin' Harry (US, M84 hardware)",1990,Irem America
hharry,,"Hammerin' Harry (World, M81 hardware))",1990,Irem
hharryb,hharry,"Hammerin' Harry (World, M84 hardware bootleg)",1990,bootleg
hangon,,Hang-On (rev A),1985,Sega
hangon2,hangon,"Hang-On (Rev A, ride-on)",1985,Sega
hangonjr,,Hang-On Jr. Rev.B,1985,Sega
hangon1,hangon,Hang-On,1985,Sega
hangly,puckman,Hangly-Man (set 1),1981,hack
hangly2,puckman,Hangly-Man (set 2),1981,hack
hangly3,puckman,Hangly-Man (set 3),1981,hack
hangzo,,"Hangzo (Japan, prototype)",1992,Hot-B
happy6100cn,happy6,"Happy 6-in-1 (V100 - V100MK, China)",2004,IGS
happy6100hk,happy6,"Happy 6-in-1 (V100 - V100MK, Hong Kong)",2004,IGS
happy6101,happy6,"Happy 6-in-1 (V101 - V100MK, China)",2004,IGS
happy6,,"Happy 6-in-1 (V102 - V101MK, China)",2004,IGS
harddunkj,harddunk,Hard Dunk (Japan),1994,Sega
harddunk,,Hard Dunk (World),1994,Sega
hardhea2a,hardhea2,"Hard Head 2 (v2.0, Music Program v2.0)",1991,SunA
hardhea2,,"Hard Head 2 (v2.0, Music Program v2.4)",1991,SunA
hardhead,,Hard Head,1988,SunA
hpuncher,fround,Hard Puncher (Japan),1988,Konami
hardyard10,hardyard,Hard Yardage (v1.00),1993,Strata/Incredible Technologies
hardyard11,hardyard,Hard Yardage (v1.10),1993,Strata/Incredible Technologies
hardyard,,Hard Yardage (v1.20),1993,Strata/Incredible Technologies
harem,,Harem,1983,I.G.R.
hasamu,,Hasamu (Japan),1991,Irem
hthero93u,cupfinal,Hat Trick Hero '93 (Ver 1.0A 1993/02/28),1993,Taito Corporation
hthero93,cupfinal,Hat Trick Hero '93 (Ver 1.0J 1993/02/28),1993,Taito Corporation
hthero94,intcup94,Hat Trick Hero '94 (Ver 2.2A 1994/05/26),1994,Taito America Corporation
hthero95u,pwrgoal,Hat Trick Hero '95 (Ver 2.5A 1994/11/03),1994,Taito America Corporation
hthero95,pwrgoal,Hat Trick Hero '95 (Ver 2.5J 1994/11/03),1994,Taito Corporation
hthero95a,pwrgoal,Hat Trick Hero '95 (Ver 2.6Asia 1994/11/17),1994,Taito Corporation Japan
hthero,footchmp,Hat Trick Hero (Japan),1990,Taito Corporation
htchctch,,Hatch Catch,1995,SemiCom
hatrisj,hatris,Hatris (Japan),1990,Video System Co.
hatris,,Hatris (US),1990,Video System Co.
hcastlee,hcastle,Haunted Castle (ver. E),1988,Konami
hcastlek,hcastle,Haunted Castle (ver. K),1988,Konami
hcastle,,Haunted Castle (ver. M),1988,Konami
hayaosi2,,Hayaoshi Quiz Grand Champion Taikai,1994,Jaleco
hayaosi3a,hayaosi3,Hayaoshi Quiz Nettou Namahousou (ver 1.2),1994,Jaleco
hayaosi3,,Hayaoshi Quiz Nettou Namahousou (ver 1.5),1994,Jaleco
hayaosi1,,Hayaoshi Quiz Ouza Ketteisen - The King Of Quiz,1993,Jaleco
headon1,headon,Head On (1 player),1979,Gremlin
headon,,Head On (2 players),1979,Gremlin
headonb,headon,Head On (bootleg on dedicated hardware),1979,bootleg (EFG Sanremo)
headonmz,headon,"Head On (bootleg, alt maze)",1979,bootleg
headons,headon,"Head On (Sidam bootleg, set 1)",1979,bootleg (Sidam)
headonsa,headon,"Head On (Sidam bootleg, set 2)",1979,bootleg (Sidam)
headonn,headon,Head On N,1979,Nintendo
hedpanic,,"Head Panic (ver. 0117, 17/01/2000)",2000,ESD
hedpanicf,hedpanic,"Head Panic (ver. 0315, 15/03/2000)",2000,ESD / Fuuki
hedpanica,hedpanic,"Head Panic (ver. 0702, 02/07/1999)",1999,ESD / Fuuki
heatbrle,heatbrl,Heated Barrel (Electronic Devices license),1992,TAD Corporation (Electronic Devices license)
heatbrlu,heatbrl,Heated Barrel (US),1992,TAD Corporation
heatbrlo,heatbrl,Heated Barrel (World old version),1992,TAD Corporation
heatbrl2,heatbrl,Heated Barrel (World version 2),1992,TAD Corporation
heatbrl,,Heated Barrel (World version 3),1992,TAD Corporation
heatbrl3,heatbrl,Heated Barrel (World version ?),1992,TAD Corporation
hbarrelu,hbarrel,Heavy Barrel (US),1987,Data East USA
hbarrel,,Heavy Barrel (World),1987,Data East Corporation
hvymetal,,Heavy Metal (315-5135),1985,Sega
hvysmsha,hvysmsh,Heavy Smash (Asia version -4),1993,Data East Corporation
hvysmsh,,Heavy Smash (Europe version -2),1993,Data East Corporation
hvysmshj,hvysmsh,Heavy Smash (Japan version -2),1993,Data East Corporation
hvyunitja,hvyunit,"Heavy Unit (Japan, Alternate ROM format)",1988,Kaneko / Taito
hvyunitj,hvyunit,"Heavy Unit (Japan, Newer)",1988,Kaneko / Taito
hvyunitjo,hvyunit,"Heavy Unit (Japan, Older)",1988,Kaneko / Taito
hvyunit,,Heavy Unit (World),1988,Kaneko / Taito
hvyunitu,hvyunit,Heavy Unit -U.S.A. Version- (US),1988,Kaneko / Taito
hwchampjd,hwchamp,"Heavyweight Champ (Japan, FD1094 317-0046 decrypted)",1987,Sega
hwchampj,hwchamp,"Heavyweight Champ (Japan, FD1094 317-0046)",1987,Sega
hwchamp,,Heavyweight Champ (set 1),1987,Sega
hwchampa,hwchamp,Heavyweight Champ (set 2),1987,Sega
heberpop,,Hebereke no Popoon (Japan),1994,Sunsoft / Atlus
heiankyo,,Heiankyo Alien,1979,Denki Onkyo
hellfire1,hellfire,Hellfire (1P set),1989,Toaplan (Taito license)
hellfire1a,hellfire,"Hellfire (1P set, older)",1989,Toaplan (Taito license)
hellfire,,Hellfire (2P set),1989,Toaplan (Taito license)
hellfire2a,hellfire,"Hellfire (2P set, older)",1989,Toaplan (Taito license)
herbiedk,huncholy,Herbie at the Olympics (DK conversion),1984,Century Electronics / Seatongrove Ltd
hero,,Hero,1984,Century Electronics / Seatongrove Ltd
herodku,hero,Hero in the Castle of Doom (DK conversion not encrypted),1984,Seatongrove Ltd (Crown license)
herodk,hero,Hero in the Castle of Doom (DK conversion),1984,Seatongrove Ltd (Crown license)
heuksun,,Heuk Sun Baek Sa (Korea),199?,Oksan / F2 System
hexpoola,racknrol,Hex Pool (Senko),1985,Senko
hexpool,racknrol,Hex Pool (Shinkai),1986,Shinkai
hexa,,Hexa,199?,D. R. Korea
hexionb,hexion,"Hexion (Bootleg, Asia ver. AAA)",1992,Bootleg
hexion,,Hexion (Japan ver. JAB),1992,Konami
hidnctcha,hidnctch,Hidden Catch (World) / Tul Lin Gu Lim Chat Ki '98 (Korea) (pcb ver 3.02),1998,Eolith
hidnctch,,Hidden Catch (World) / Tul Lin Gu Lim Chat Ki '98 (Korea) (pcb ver 3.03),1998,Eolith
hidctch2a,hidctch2,Hidden Catch 2 (pcb ver 1.00) (Kor/Eng/Jpn/Chi),1999,Eolith
hidctch2,,Hidden Catch 2 (pcb ver 3.03) (Kor/Eng) (AT89c52 protected),1999,Eolith
hidnc2k,,Hidden Catch 2000 (AT89c52 protected),1999,Eolith
hidctch3,,Hidden Catch 3 (ver 1.00 / pcb ver 3.05),2000,Eolith
hiimpactp,hiimpact,"High Impact Football (prototype, revision0 proto 8.6 12/09/90)",1990,Williams
hiimpact1,hiimpact,High Impact Football (rev LA1 12/16/90),1990,Williams
hiimpact2,hiimpact,High Impact Football (rev LA2 12/26/90),1990,Williams
hiimpact3,hiimpact,High Impact Football (rev LA3 12/27/90),1990,Williams
hiimpact4,hiimpact,High Impact Football (rev LA4 02/04/91),1990,Williams
hiimpact,,High Impact Football (rev LA5 02/15/91),1990,Williams
hwrace,,High Way Race,1983,Taito Corporation
chwy,,Highway Chase (DECO Cassette) (US),1980,Data East Corporation
himesiki,,Himeshikibu (Japan),1989,Hi-Soft
hipoly,trackfld,Hipoly (bootleg of Hyper Olympic),1983,bootleg
hippodrm,,Hippodrome (US),1989,Data East USA
hishouza,fshark,Hishou Zame (Japan),1987,Toaplan / Taito Corporation
buraiken,avengers,"Hissatsu Buraiken (Japan, revision A)",1987,Capcom
hiticej,hitice,Hit the Ice (Japan),1990,Taito Corporation (licensed from Midway)
hitice,,Hit the Ice (US),1990,Taito Corporation (Williams licence)
hoccer,,Hoccer (set 1),1983,"Eastern Micro Electronics, Inc."
hoccer2,hoccer,Hoccer (set 2),1983,"Eastern Micro Electronics, Inc."
hiryuken,shangkid,Hokuha Syourin Hiryu no Ken,1985,Taiyo (Taito license)
holeland,,Hole Land (Japan),1984,Tecfri
holeland2,holeland,Hole Land (Spain),1984,Tecfri
holo,,"Holosseum (US, Rev A)",1992,Sega
homo,goindol,Homo,1987,bootleg
honeydol,,Honey Doll,1995,Barko Corp
redfoxwp2,grdnstrm,"Hong Hu Zhanji II (China, set 1)",1998,Afega
redfoxwp2a,grdnstrm,"Hong Hu Zhanji II (China, set 2)",1998,Afega
hookj,hook,Hook (Japan),1992,Irem
hooku,hook,Hook (US),1992,Irem America
hook,,Hook (World),1992,Irem
hoops96,,Hoops '96 (Europe/Asia 2.0),1996,Data East Corporation
hoops95,hoops96,Hoops (Europe/Asia 1.7),1995,Data East Corporation
hopprobo,,Hopper Robo,1983,Sega
hopmappy,,Hopping Mappy,1986,Namco
horizon,,Horizon,1985,Irem
hotbubla,bubl2000,Hot Bubble (Korea),1998,Afega (Pandora license)
hotbubl,bubl2000,"Hot Bubble (Korea, with adult pictures)",1998,Afega (Pandora license)
hotchase,,Hot Chase (set 1),1988,Konami
hotchasea,hotchase,Hot Chase (set 2),1988,Konami
hotmemry11,pairs,"Hot Memory (V1.1, Germany, 11/30/94)",1994,Incredible Technologies (Tuning license)
hotmemry,pairs,"Hot Memory (V1.2, Germany, 12/28/94)",1994,Incredible Technologies (Tuning license)
hotminda,hotmind,Hot Mind (adjustable prize),1995,Playmark
hotmind,,Hot Mind (Hard Times hardware),1996,Playmark
hotpinbl,,Hot Pinball,1995,Comad &amp; New Japan System
hotrodja,hotrod,"Hot Rod (Japan, 4 Players, Floppy Based, Rev B)",1988,Sega
hotrodj,hotrod,"Hot Rod (Japan, 4 Players, Floppy Based, Rev C)",1988,Sega
hotrod,,"Hot Rod (World, 3 Players, Turbo set 1, Floppy Based)",1988,Sega
hotroda,hotrod,"Hot Rod (World, 3 Players, Turbo set 2, Floppy Based)",1988,Sega
hotshockb,hotshock,Hot Shocker (bootleg),1982,bootleg
